"","064-EPL09_f_Mzb1_ESI.mzML","064-EPL10_m_Mzb1_ESI.mzML","064-EPL12_m_Mzb1_ESI.mzML","64Z-61023_f_WT_ESI.mzML","64Z-61024_f_WT_ESI.mzML","64Z-61025_f_WT_ESI.mzML"
"M117.05747T520.05691",0.217375080274395,-1.12963542255728,-1.54137967762432,1.03454743749978,0.89638054778439,0.522712034623039
"M118.08634T193.17318",-0.555132187089174,0.835533212495472,0.44477279856281,0.246605643238117,-0.39808209393731,-0.573697373269897
"M118.08628T492.84357",-0.718854536808069,0.998820195415224,0.853512655156015,-0.660597406584173,0.0761882087409104,-0.549069115919912
"M118.08629T798.89739",-1.82066650563149,-0.0722521549380808,0.814059230747266,-0.161744054654243,0.533442105054317,0.707161379422223
"M119.03527T228.62474",-0.556837782902187,1.67805946241131,0.382973416235861,-1.02099336714009,-0.808981715482256,0.325779986877365
"M119.08839T866.51005",0.201220423773722,0.104007403460295,-0.407957080137431,-0.0850693902599386,-1.36876391445607,1.55656255761942
"M119.07267T164.69807",-0.435221166977703,1.60292689525905,-0.337370130845218,-0.39439707290756,-0.461376675502673,0.0254381509740989
"M119.06854T520.15545",0.183121528481708,-1.44410620395941,-1.49062195354863,1.11599474492606,1.0781741607975,0.557437723302762
"M119.06856T233.26601",0.55560789499123,-0.514810524526251,-0.292432760374514,0.00870078558038272,-0.163334929640555,0.40626953396969
"M120.01963T139.52985",1.74193929786217,1.72514536857199,1.00023976817336,-2.56747908659622,-1.98702616322834,0.0871808152170414
"M120.08112T298.32158",-0.0578572865857502,-0.907073374537257,0.0715131581941302,0.29701137297313,0.418847944347176,0.177558185608579
"M120.08111T164.87526",0.10889647355624,-0.375756886655139,0.10889647355624,-0.242394376229686,-0.242394376229686,0.64275269200204
"M121.02851T965.82968",0.538376985666889,0.808555157706287,0.256520453553254,-0.20068228658845,-0.716565743519123,-0.686204566818858
"M121.02862T114.33655",1.44844741267846,-0.509209834895973,0.563395706236635,-0.293263102561603,-0.860701284663495,-0.348668896794034
"M121.04418T863.78392",0.713091348642534,0.98605696512219,-1.27728911901387,0.340358444143507,0.0592151957372289,-0.821432834631584
"M121.08417T297.91585",-0.0872995034552741,-0.991540960273783,-0.255233557867787,0.427916276492165,0.249196693565568,0.656961051539105
"M121.08415T164.74497",0.659847281554284,-3.22323481764582,0.666762876648862,0.592807805590888,0.585796718756827,0.718020135094963
"M122.05974T492.91302",-1.63140670112908,2.24920603945684,2.62632189946775,0.0186921644626532,-1.63140670112908,-1.63140670112908
"M123.04434T582.35863",1.1463766480917,0.0505690438595594,0.0200557281765147,-0.879038193442812,-0.895605654501628,0.557642427816674
"M123.04517T481.29430",1.35294532909147,0.321172394964056,0.94962030505457,-1.73456957270058,-1.70619546483225,0.817027008422731
"M123.04186T866.75967",1.11600260418506,0.0270191517111954,1.44719628801366,0.537430028546152,-3.75658673956229,0.628938667106227
"M123.05602T147.38728",-0.0442726769362352,-0.158542685657262,-0.435432552672047,-0.158542685657262,-0.158542685657262,0.955333286580048
"M124.04289T215.41798",-1.45676011603673,0.86701467957783,0.826898941504397,0.536141375252135,0.475089053431034,-1.24838393372866
"M124.08689T866.89765",-0.947618993648376,0.488019402823337,0.323124804213339,-1.35793922986184,-0.0236504187318097,1.51806443520535
"M124.11003T758.76120",-0.813997634518679,1.50904463224846,0.656277065638525,-0.833962539038217,-0.521889894422326,0.00452837009224158
"M124.05908T147.18884",-0.226631434791858,-0.303481891764308,-0.255968299276014,-0.0620533730644892,-0.117948976761481,0.96608397565815
"M125.07107T868.99508",-0.708561676013005,1.12411015436195,0.919971693204693,-1.21092794127947,0.22238299073488,-0.346975221009037
"M125.06376T146.84794",-0.103802888664098,-0.758594475070642,-0.288955512213994,-0.0147759032480336,-0.0876767077301117,1.25380548692688
"M125.09451T613.96978",0.1950264356296,-0.234225003264809,-0.680961195334564,0.0802334709598703,0.281957099345035,0.357969192664872
"M126.10213T352.26303",1.12160820295159,0.57091409959572,-0.029941413867029,-3.54431156327207,0.664753177240912,1.21697749735087
"M126.06647T152.59506",0.163511916912131,-0.323676933248791,-0.732983067814646,0.163511916912131,0.108620445766308,0.621015721472866
"M126.07274T873.56259",-0.960877001232366,0.128341951392075,0.702435884113879,-1.71069884705874,-0.228833825531358,2.06963183831651
"M127.01560T882.81980",-1.09065681580686,0.0475299683138876,0.442638875974447,-2.29798877470836,1.49129434535519,1.4071824008717
"M127.05062T192.94279",0.0184670850224844,-0.544807434481312,-0.352417749370543,0.43567629880021,0.410458687748759,0.0326231122804102
"M127.11201T464.38596",0.342018342109469,-0.199439411992697,0.251845754091589,-0.533202058329025,-0.561693383065229,0.700470757185906
"M127.06990T152.43094",-0.0205639328477757,-0.113680853534446,-0.744744314271572,0.0430180253412337,0.140679661428569,0.69529141388398
"M128.10700T406.99067",0.629576661457632,-0.94808734584555,-0.348596310842499,-0.36383737377126,0.976681335881634,0.0542630331200322
"M129.01861T1131.45529",0.444847937938437,0.45694605885756,0.0951918633070652,-0.430364532556331,-1.06256022625103,0.495938898704303
"M129.10229T303.05782",0.0840193534844739,-0.0877012206591662,-0.414884777304035,-0.495589508479822,-0.207398717072296,1.12155487003084
"M129.06576T116.66356",-0.804670907782319,-0.846700081934396,-0.210159978285283,0.635348550310468,0.939020531682549,0.287161886008976
"M130.06548T241.80513",1.03274358718392,-1.32747365390846,-0.104265749209002,-0.098325070858412,-0.215287546977776,0.712608433769738
"M130.06558T420.32901",0.836582752720264,0.606347010805041,0.567422852816526,-0.855135678959577,-0.881630529437563,-0.273586407944687
"M130.06555T711.93778",1.75648017574753,-0.0818420772256072,-0.243726379367242,-1.3225370292431,-1.3036314082353,1.19525671832373
"M130.06544T309.03260",0.331082319110808,-0.161251606283429,1.08739837594606,-0.529774717726894,-0.502358132507677,-0.225096238538853
"M131.04971T414.73611",1.04070724964576,0.329180715719057,0.684798338433947,-1.05360537786725,-1.14414870307401,0.14306777714249
"M131.04924T165.00555",0.00650813677282899,-0.437525893612723,0.156800501867908,-0.182828397619401,-0.228030448349185,0.685076100940545
"M131.06872T711.96847",1.74011575399204,-0.169872445228127,-0.237825043132119,-1.28925005302076,-1.26851396890575,1.22534575629471
"M131.06838T420.57208",0.877463418038514,0.542990662189309,0.468663366720393,-0.861021690179445,-0.940581790298551,-0.0875139664702141
"M132.10164T98.51681",-1.27196158041685,1.26107084843969,0.904808155618494,0.271749346399992,0.128193991345657,-1.29386076138698
"M132.08122T233.26601",0.605657907656795,-0.249513878880727,-0.0343084298331741,-0.143763584554849,-0.143763584554849,-0.0343084298331741
"M132.05281T414.50835",1.01508849701814,0.276288420015366,0.726236000351752,-0.992809373303031,-1.16385254403607,0.139048999953849
"M133.08606T219.16967",-0.498512609807213,-0.58702139133888,0.544294759190724,0.34531327364479,0.446374837116862,-0.250448868806269
"M133.08581T145.61519",-0.813498011159702,0.109262488325568,0.525241146277652,0.205124751655289,0.300989941112084,-0.327120316210887
"M133.08599T285.51652",-0.447247189387251,-0.588337671077136,0.523876177981794,0.457488563683369,0.449549046481324,-0.39532892768212
"M133.06503T1260.19580",0.981685315198797,-0.345273665744135,-0.119460903209683,-0.284635028541353,-0.516012685189768,0.283696967486142
"M133.06037T402.57955",2.86895699117056,-1.31363243646444,2.38557275468719,-1.31363243646444,-1.31363243646444,-1.31363243646444
"M134.02722T214.15615",-0.0294767606545632,1.76986104228827,2.30036979468324,-1.57016376157892,-1.78553011895224,-0.685060195785786
"M134.06029T455.05109",-0.287676254667132,-1.13959511301791,-0.236630881347605,0.937671091212161,0.799875906383805,-0.0736447485633078
"M134.08949T285.21853",-0.356313584639447,-0.32489906612319,0.680026888796496,0.513040246667926,0.312278213472116,-0.824132698173901
"M134.07496T230.94016",1.11971273643138,-1.30857515239529,-0.54419478616792,-0.0324802219428308,-0.0387995870382598,0.804337011112931
"M135.04434T139.45739",0.550518157625637,1.66135822681709,-1.73093125550667,-0.1590738954144,-1.39329716598346,1.0714259324618
"M135.11670T852.24238",0.890514825669257,-0.907663350255176,-0.752573242742002,0.440411312069057,0.241027838435905,0.0882826168229642
"M135.06366T231.44700",1.06028612806723,-2.47048300517428,-0.110003682432476,0.296690329756675,0.32786837233325,0.895641857449598
"M135.06394T455.64362",-0.202234624758494,-0.788193172854939,-0.521488753576689,0.668712099834344,0.841104713930783,0.00209973742499339
"M136.03975T122.99498",-0.274514145126058,0.253300224430723,-0.676627847202115,0.286420004624412,0.158121538842314,0.253300224430723
"M136.06217T228.61331",-0.324561060676422,1.64964389502334,0.300341056562614,-0.935334932779884,-0.92065390240934,0.230564944279685
"M136.06226T143.68036",0.958022728460873,0.605322950646006,0.707263124181262,-0.697380721474242,-0.706060851535175,-0.867167230278721
"M137.04597T123.34639",-0.525207405028547,0.530702000085507,0.174391982535104,-0.16793760048688,-0.223315063320948,0.211366086215782
"M137.06465T227.88849",-0.879276726748006,1.06543342352924,0.109525356469532,-2.00153048888261,1.65584343766967,0.0500049979621779
"M138.04944T140.83317",1.69538726201819,1.76739341615356,1.08912322873221,-1.9012320315782,-1.86907787929936,-0.781593996026388
"M139.03964T709.77953",-0.0771287162990199,0.814349398016432,0.577824319710545,-0.57003232191642,-0.811065885720884,0.0660532062093498
"M139.11211T419.88164",0.707244211586673,1.03258442390087,0.809110056353901,0.759706982614153,-2.6281012751973,-0.6805443992583
"M139.09773T182.51388",0.150230044340435,0.132081537517088,-3.52005939034691,1.13829485707125,1.14181680432815,0.957636147089991
"M139.11239T685.71510",0.317248700475933,-0.768054108154225,-0.49653532441034,0.259682536186035,0.0671921572590385,0.620466038643552
"M140.08211T154.26614",0.447502435068131,-1.02785760540908,-1.13097063618293,1.10580093255837,1.0670397114199,-0.461514837454377
"M141.08534T154.01706",0.452467016739097,-0.875364305801555,-1.36698437091528,1.17423400936696,1.07166401130132,-0.456016360690529
"M141.05736T233.25522",0.53880138658939,-0.228597399054731,-0.0644024297722378,0.34223359795268,-1.04256831310629,0.4545331573912
"M142.06546T233.26601",0.623538664067437,-0.366646590602003,-0.272288198648803,-0.140717863781686,-0.191155738832796,0.347269727797861
"M142.08638T290.47435",-0.0767354684717015,0.0757936455931446,0.125959004130985,-0.400694448042301,-0.510487430321759,0.786164697111624
"M143.07322T233.27680",0.525366672725859,-0.520186191796309,-0.090625767733959,0.0314406909370842,-0.000672536826889401,0.0546771326942141
"M144.04450T210.79258",-0.185010691275595,-1.61397558402352,-0.617388236030921,0.748465056528281,0.65497394776288,1.01293550703887
"M144.06572T142.12699",-0.605353158783412,-1.96314510819992,0.867263358961808,0.301102503691136,0.617787948982943,0.78234445534745
"M144.08116T233.25522",0.536827364866516,-0.541441607141216,-0.310221720569017,0.264814336306749,0.078606522046998,-0.0285848955100208
"M145.08419T233.26601",0.507884183570074,-0.539424649261712,-0.285328955401627,0.00782101885821105,-0.134850351493494,0.443898753728522
"M147.06374T519.77462",0.249364053659225,-1.38575848221169,-1.22761332755408,0.986045970697257,0.943872168769695,0.434089616639589
"M148.03975T374.14821",-0.228976701513189,-1.9851228707631,0.0999261510120278,0.686644962512081,0.703332020885688,0.724196437866482
"M148.07694T549.07307",-2.28132012694805,-0.671371975019165,0.250919265621254,1.29002866662095,1.21456719730178,0.197176972423221
"M148.08982T240.25173",-1.28807239144815,-1.28807239144815,-1.28807239144815,2.28169439327361,2.870595172519,-1.28807239144815
"M148.11215T325.24648",-0.134400421448556,-1.76920272922488,-1.04623672700334,0.970546552669947,0.95055275698009,1.02874056802674
"M149.04512T1219.78913",0.67600967977517,0.765969721692372,0.989294037628097,-1.35660643747932,-1.85920046131783,0.78453345970151
"M149.06032T965.82968",0.790476134767951,0.842689177390985,0.147106119376124,0.394989250949384,-0.384861564975278,-1.79039911750916
"M149.05952T165.00555",0.0593378986972405,-0.333236185371622,0.351045022977349,-0.193804248727088,-0.374372208033797,0.491029720457907
"M150.02695T834.97593",0.543761667354245,-0.587614055577659,-0.382298310244781,-0.108651003354715,0.488096546685023,0.0467051551378861
"M150.04609T1153.48138",0.400780650797457,0.260834713911858,0.319456506804212,-0.551710129249836,-1.25814553892203,0.828783796658342
"M150.07767T329.42683",0.110593169084855,0.743179720608181,0.198461696206796,0.0233856934321688,0.0122664159033259,-1.08788669523531
"M150.05530T197.57977",0.350592607556308,-1.73199423812541,0.448644234444775,0.260466641659236,0.253347711676927,0.418943042788172
"M151.03916T155.63450",0.313113586454792,-3.69634892807413,-0.100855488549097,1.36781014425193,1.3806173218938,0.735663364022714
"M151.07924T204.33167",-0.799704524880425,-0.811711997135839,-0.166757753073721,1.35224289587402,-0.129221665642196,0.555153044858161
"M152.10014T146.31769",-1.15673752277951,-0.222313076080242,0.592588979882837,0.366216654855944,0.366216654855944,0.0540283092650197
"M152.08198T244.11397",0.558473205367067,-0.21909565336461,0.122396087349046,-0.702614520468542,-0.91681775949921,1.15765864061625
"M153.10211T421.26178",-1.36738310480908,-1.36738310480908,-1.36738310480908,2.7611833839105,2.70834903532581,-1.36738310480908
"M153.06654T127.95118",0.324358266322586,0.255620151330629,-0.151552528373919,-0.666456768727554,1.14597092262232,-0.907940043174073
"M154.05109T122.78850",0.265601329900657,-0.0514102121408827,-0.654241911960249,0.169529130472484,0.00492033382734413,0.265601329900657
"M154.06960T133.07765",-0.0148182498885309,-0.0148182498885309,-0.605260283210311,0.211576221753651,0.140054919378632,0.283265641855056
"M155.05427T123.34639",0.0758880369404928,0.0758880369404928,-0.579361976539809,0.114649329701429,-0.0881538168193678,0.401090389776795
"M156.07694T122.99498",-0.331671785391507,0.400029144734378,-0.568333509945513,0.0251340524764568,0.0674523620411839,0.407389736085001
"M156.13835T592.80887",-0.240256851375477,1.237603720726,1.38027485375037,-0.725980171040589,-0.40404156079661,-1.2475999912637
"M156.96389T1158.05966",0.434448015794423,0.283848470712801,0.342074219719965,-0.402989235148024,-0.576311492279307,-0.0810699787998656
"M157.07639T233.76620",0.41018879448343,0.0190898403193623,0.118304166333482,-0.122052262348625,-1.00240924413557,0.576878705347918
"M157.09902T1115.13458",0.429792808886548,0.714562559616299,0.597790783813654,-0.922156709254406,-1.20234505000786,0.382355606945764
"M157.09820T1177.85567",-0.149638926153474,-0.16402746717738,1.39810561265042,-0.707701416733583,-0.384537103160303,0.00779930057431063
"M158.02750T115.39320",0.0363567006745167,-1.23403673849276,-1.8854248014736,1.31251868734317,1.23182841656224,0.538757735386418
"M158.15416T849.16930",0.969951603070482,-0.40134730164757,-0.185113373039479,-0.125492496875103,-0.132505934633242,-0.125492496875103
"M158.08389T234.04196",0.351725555145865,0.44707115077634,0.426803063954483,-0.669149903504166,-0.703049139172955,0.146599272800433
"M159.02068T985.68795",0.39234357106354,0.821789125251242,0.431298842577016,-1.4862601901502,-0.699102224304616,0.53993087556302
"M159.02235T177.85396",-1.69821646225492,0.563218045856448,1.37355299149973,0.215799176460403,0.575777643666119,-1.03013139522779
"M159.03034T115.26473",-0.0197856692093914,-1.47072596193518,-1.74382508432348,1.36161140975021,1.2344375863583,0.638287719359542
"M159.15735T849.49183",0.906518257516362,-0.428380067490566,-0.069067774301002,-0.153597102338074,-0.287908797031835,0.0324354836451037
"M159.09201T233.26601",0.615183325660389,-0.227731497493892,-0.227731497493892,-0.0764627175264632,-0.0764627175264632,-0.00679489561967912
"M159.09178T330.98756",0.024198577755683,-0.309496771408427,1.19273402215138,-0.201720894143314,-0.302881698226408,-0.402833236128907
"M159.05905T541.53822",0.474258557691656,0.879086456463749,0.0871155992923784,-0.464671140400514,-1.22818413118524,0.25239465813797
"M159.11333T113.99034",0.599228069752102,1.17938479064784,0.5145716955473,-1.13907739634773,-1.12596180020089,-0.0281453593986221
"M160.04278T137.46689",0.224397313829976,-1.50316453317467,-1.40134489108569,0.910610274993522,0.830590110849009,0.938911724587855
"M160.09424T233.26601",0.520119931298006,-0.460336637610547,-0.169355308470029,-0.134632946701048,-0.0293386443245565,0.273543605808185
"M160.09478T330.86087",-0.304208178539839,0.0552196082097913,1.1107705540977,-0.187759636708339,-0.245415144862986,-0.428607202196334
"M160.13355T592.96638",-0.320746818832505,1.18467852492554,1.41157521098329,-0.416049447979788,-0.391924040964073,-1.46753342813246
"M160.10679T130.67836",-0.77192592968848,-0.454594697849743,-0.470420775296771,-0.417300664252883,-0.337636440319481,2.45187850740737
"M161.05994T1260.70552",1.07219555607287,-0.257111945286872,-0.204589312231213,-0.414615238774001,-0.670912323621156,0.475033263840385
"M161.05981T1078.98846",0.313497259991431,0.315518520633837,0.0712217248000858,-0.485787707309135,-0.667152501747411,0.452702703631177
"M161.07948T141.07971",-0.443938579725974,0.746754281619883,0.650175000368121,0.594278454242404,0.526779219146184,-2.07404837565061
"M161.07124T422.65828",-0.477992628806416,-1.17854916654765,-1.20632115839058,1.68520616014181,1.62138026824531,-0.443723474642472
"M162.09171T298.32158",-0.0487627685615484,-0.940278269150174,-0.239760707204586,0.298384873275384,0.31080132263846,0.619615549002471
"M163.04265T328.13632",0.924753113320122,1.76439681043067,1.61724135925438,-2.26965817297377,-1.82416699008847,-0.212566119942923
"M163.06084T1219.78848",0.496080065648129,0.522583695132093,0.651091334996084,-1.02615771631977,-1.20076169195116,0.557164312494622
"M163.06070T1153.26165",0.0834895709317297,-0.237775424458939,0.0471884390668946,-0.142943945002771,-0.560140436990555,0.810181796453657
"M163.11200T821.88962",0.702337236127643,0.431892638465147,0.280615132965966,0.280615132965966,0.0261355190418459,-1.72159565956656
"M164.06182T1153.26165",-0.0780546461088871,-0.168983231866282,-0.0760252554131067,-0.0723984848028534,-0.464459872259215,0.85992149045036
"M164.13545T590.11746",0.492371653592148,0.269607014677471,0.220240112023389,0.154817260967986,-0.906934333190457,-0.230101708070541
"M164.06188T1219.78848",0.550384372334575,0.666034190301498,0.645168516922188,-1.33119762937457,-1.35863288731278,0.828243437129093
"M164.10796T747.15683",-3.44690440655433,1.07226452767906,1.34415566148696,0.40084032346124,-0.182898770682912,0.812542664609966
"M164.07436T120.34862",-3.19145720690756,1.59498169038274,1.289685199364,0.0191043618540034,-0.206733902937517,0.49441985824434
"M164.11541T822.02469",0.735738405208325,0.461979778310909,0.251182766669506,0.197597581507627,-0.0932125709554089,-1.55328596074097
"M165.03994T1153.26165",-0.0699161074439497,0.0696964036489696,-0.251146337154127,-0.245610258952876,-0.525633950614212,1.0226102505162
"M165.07753T218.52019",-0.886055975129744,0.439270964793571,0.143199371313086,0.579744934449752,0.50940539229518,-0.785564687721845
"M165.05495T1064.59963",0.185871750125329,-0.243683146500442,-0.473795108429318,-0.234092489510925,-0.16267556342345,0.9283745577388
"M165.13872T287.05520",-0.648191161289177,1.13921747132415,0.411431587924914,-0.842595529955381,-0.378551135887041,0.318688767882539
